center_x,center_y,center_z,error
-160.002459,-160.003274,nan,nan
-140.002459,-160.003274,-1.3122797767584098,-3.904640041629586
-120.00245899999999,-160.003274,-3.472051954607046,-2.8192103555639543
-100.00245899999999,-160.003274,-5.5851053356278175,-2.5644462508697696
-80.00245899999999,-160.003274,-6.873040013330321,-2.2561111545971397
-60.00245899999999,-160.003274,-6.969637238970588,-2.083810321572952
-40.00245899999999,-160.003274,-6.940689805820721,-1.8958182426673635
-20.002458999999988,-160.003274,-6.954236165971257,-1.7120156627103094
-0.0024589999999875545,-160.003274,-6.980064756306411,-1.5035391383589716
19.997541000000012,-160.003274,-6.947451748206434,-1.370512612152753
39.99754100000001,-160.003274,-6.898864208226818,-1.2766565555859288
59.99754100000001,-160.003274,-6.972209125523013,-1.1147432014522534
79.99754100000001,-160.003274,-6.901973148320895,-1.1918368605221914
99.99754100000001,-160.003274,-6.824784596821133,-1.2090965156924711
119.99754100000001,-160.003274,-5.243009913251858,-1.4192779170455834
139.997541,-160.003274,-2.744416790801791,-1.90642290988827
159.997541,-160.003274,-0.5131638142857143,-3.179078180565829
-160.002459,-140.003274,-1.296365822485207,-3.9863471251819775
-140.002459,-140.003274,-4.809120273913043,-2.7755700507046375
-120.00245899999999,-140.003274,-10.884240457327277,-1.3851909994535823
-100.00245899999999,-140.003274,-15.885049333494324,-1.294201508120708
-80.00245899999999,-140.003274,-19.34875770144132,-0.6331626067416196
-60.00245899999999,-140.003274,-20.923077866244917,0.24804966818532637
-40.00245899999999,-140.003274,-21.020483306818182,0.8157772726455286
-20.002458999999988,-140.003274,-21.02727692557163,1.433258944585424
-0.0024589999999875545,-140.003274,-21.01005823394712,1.9609900379384113
19.997541000000012,-140.003274,-20.98689819492905,2.221726919902171
39.99754100000001,-140.003274,-21.033989784176025,2.1893919152814223
59.99754100000001,-140.003274,-20.96477409869949,1.8364972552476073
79.99754100000001,-140.003274,-20.932249475022505,1.4296642554761796
99.99754100000001,-140.003274,-18.8950130873412,0.30518342725545083
119.99754100000001,-140.003274,-14.7103802495229,-0.25387384528321855
139.997541,-140.003274,-8.545569041517536,-0.30523752239406604
159.997541,-140.003274,-2.7482106531932096,-1.7712978740561156
-160.002459,-120.003274,-3.475932640151515,-2.889999567584953
-140.002459,-120.003274,-10.875773497463154,-1.2235706731460732
-120.00245899999999,-120.003274,-18.477295424621303,-1.8113178648954238
-100.00245899999999,-120.003274,-24.84289097837578,-1.9855866757811693
-80.00245899999999,-120.003274,-29.848545527830634,-1.2979559585468359
-60.00245899999999,-120.003274,-33.303932047674415,-0.21386442504886619
-40.00245899999999,-120.003274,-34.98306774682683,0.9428370095699756
-20.002458999999988,-120.003274,-35.02399475275886,2.024712048311434
