center_x,center_y,center_z,error
-165.002459,-165.003274,nan,nan
-162.002459,-165.003274,nan,nan
-159.002459,-165.003274,nan,nan
-156.002459,-165.003274,nan,nan
-153.002459,-165.003274,nan,nan
-150.002459,-165.003274,nan,nan
-147.002459,-165.003274,nan,nan
-144.002459,-165.003274,nan,nan
-141.002459,-165.003274,nan,nan
-138.002459,-165.003274,nan,nan
-135.002459,-165.003274,nan,nan
-132.002459,-165.003274,-0.12033745454545454,-5.096490752563815
-129.002459,-165.003274,-0.3379813582089552,-4.945322522470443
-126.00245899999999,-165.003274,-0.5769969761904762,-4.813179398362929
-123.00245899999999,-165.003274,-0.8110499836065574,-4.710932974838674
-120.00245899999999,-165.003274,-1.0938387248322148,-4.558554152942589
-117.00245899999999,-165.003274,-1.3830360034722222,-4.424968756711015
-114.00245899999999,-165.003274,-1.6481162460431655,-4.33265167010229
-111.00245899999999,-165.003274,-1.924166752512563,-4.232316761792573
-108.00245899999999,-165.003274,-2.1807207848101267,-4.149261867856707
-105.00245899999999,-165.003274,-2.421781856837607,-4.079617966978465
-102.00245899999999,-165.003274,-2.6320819949799197,-4.036240345618044
-99.00245899999999,-165.003274,-2.817050330143541,-3.9978472188436487
-96.00245899999999,-165.003274,-2.999015470319635,-3.940014246387235
-93.00245899999999,-165.003274,-3.1568152404274263,-3.890416718203245
-90.00245899999999,-165.003274,-3.3057390105540896,-3.8295961104439105
-87.00245899999999,-165.003274,-3.4162367938053095,-3.7938554480053446
-84.00245899999999,-165.003274,-3.4667053067873304,-3.7930532320550534
-81.00245899999999,-165.003274,-3.46050014922657,-3.8282233221909143
-78.00245899999999,-165.003274,-3.4642130694063926,-3.836589255536545
-75.00245899999999,-165.003274,-3.444027598173516,-3.856654378614171
-72.00245899999999,-165.003274,-3.4689963931159418,-3.826045985285968
-69.00245899999999,-165.003274,-3.4555868339382942,-3.827614957608112
-66.00245899999999,-165.003274,-3.452684487804878,-3.8151516966545014
-63.00245899999999,-165.003274,-3.45301202189781,-3.7926824278237756
-60.00245899999999,-165.003274,-3.454727577594123,-3.7676633851594694
-57.00245899999999,-165.003274,-3.4713987849954253,-3.7270014730853966
-54.00245899999999,-165.003274,-3.443395430286242,-3.728064928741811
-51.00245899999999,-165.003274,-3.4392317388888887,-3.704888524486955
-48.00245899999999,-165.003274,-3.441218227741331,-3.672695069736065
-45.00245899999999,-165.003274,-3.4586335452847807,-3.627467826288311
-42.00245899999999,-165.003274,-3.481065479477612,-3.579745510543977
-39.00245899999999,-165.003274,-3.448061978801843,-3.5839377271052624
-36.00245899999999,-165.003274,-3.4370197889400917,-3.5718848586389793
-33.00245899999999,-165.003274,-3.4046297314390466,-3.580619187859797
-30.002458999999988,-165.003274,-3.3957772573800735,-3.566870636077962
-27.002458999999988,-165.003274,-3.398782851102941,-3.542174449128926
-24.002458999999988,-165.003274,-3.407330004599816,-3.510696788173775
-21.002458999999988,-165.003274,-3.432483080675422,-3.466033125117897
-18.002458999999988,-165.003274,-3.4302191100746264,-3.4485404870011367
-15.002458999999988,-165.003274,-3.4392538843283584,-3.421305501841875
-12.002458999999988,-165.003274,-3.4234328443830573,-3.417967103314602
-9.002458999999988,-165.003274,-3.4341932397388057,-3.3852584887474233
-6.0024589999999876,-165.003274,-3.461126186629526,-3.3351767414767215
-3.0024589999999876,-165.003274,-3.47884551637044,-3.295013724448338
-0.0024589999999875545,-165.003274,-3.5012246981481483,-3.249525673289835
2.9975410000000124,-165.003274,-3.486125048014774,-3.243815056677579
5.9975410000000124,-165.003274,-3.4701328203483044,-3.2348601959881105
8.997541000000012,-165.003274,-3.4277977420526793,-3.250982036256979
11.997541000000012,-165.003274,-3.4216495894160586,-3.2311164730246555
14.997541000000012,-165.003274,-3.4463303627272723,-3.180216028149913
17.997541000000012,-165.003274,-3.472305371191136,-3.12291178458355
20.997541000000012,-165.003274,-3.496162948196115,-3.0704107264925127
23.997541000000012,-165.003274,-3.4705480444033303,-3.06699551358322
26.997541000000012,-165.003274,-3.427553870967742,-3.0844752419602837
29.997541000000012,-165.003274,-3.4270100549954168,-3.06259904969854
32.99754100000001,-165.003274,-3.426441448529412,-3.03432814782185
35.99754100000001,-165.003274,-3.436023829690346,-2.999294409321205
38.99754100000001,-165.003274,-3.440601130355515,-2.971723426596048
41.99754100000001,-165.003274,-3.4562981453224344,-2.9323286241646063
44.99754100000001,-165.003274,-3.457377629090909,-2.9100777966930345
47.99754100000001,-165.003274,-3.4474680639853745,-2.902665731770619
50.99754100000001,-165.003274,-3.417015367552704,-2.9159268372133793
53.99754100000001,-165.003274,-3.4126574945355186,-2.910275242179668
56.99754100000001,-165.003274,-3.4291869972577693,-2.8782406231218416
59.99754100000001,-165.003274,-3.4524873209990745,-2.8475485827341345
62.99754100000001,-165.003274,-3.4819854179943768,-2.805595787754303
65.99754100000001,-165.003274,-3.4874173399246704,-2.794925639000304
68.99754100000001,-165.003274,-3.4773476186440675,-2.795313009411084
71.99754100000001,-165.003274,-3.4559126208487085,-2.8063664349781208
74.99754100000001,-165.003274,-3.414280807447775,-2.8352220486387263
77.99754100000001,-165.003274,-3.4089222094288303,-2.829392502261431
80.99754100000001,-165.003274,-3.418116970882621,-2.804685066155877
83.99754100000001,-165.003274,-3.4554196461961504,-2.7507746470961547
86.99754100000001,-165.003274,-3.448454860829493,-2.737216207454323
89.99754100000001,-165.003274,-3.4351802945521697,-2.7341673832846856
92.99754100000001,-165.003274,-3.3919102385406923,-2.75037401562851
95.99754100000001,-165.003274,-3.4002148740671645,-2.710156053281264
98.99754100000001,-165.003274,-3.448587274311927,-2.615268042848628
101.99754100000001,-165.003274,-3.487024323868678,-2.515828160865698
104.99754100000001,-165.003274,-3.4831774302925993,-2.442556550907167
107.99754100000001,-165.003274,-3.37051332225064,-2.4523620557168497
110.99754100000001,-165.003274,-3.2246350683760685,-2.4626375761119865
113.99754100000001,-165.003274,-3.014761710549259,-2.529048042008233
116.99754100000001,-165.003274,-2.8137752676443633,-2.5671226982227466
119.99754100000001,-165.003274,-2.5798827899322365,-2.6134051088027874
122.99754100000001,-165.003274,-2.3233997843551797,-2.664432506467228
125.99754100000001,-165.003274,-2.040412497679814,-2.7432592036046732
128.997541,-165.003274,-1.7317536162943494,-2.8649495412875
131.997541,-165.003274,-1.4237723223787164,-3.008543763641349
134.997541,-165.003274,-1.116091166998012,-3.1625310915656715
137.997541,-165.003274,-0.8346448905325443,-3.3051215121734447
140.997541,-165.003274,-0.5895527542857143,-3.4204937823955865
143.997541,-165.003274,-0.3394673076923077,-3.557886227343916
146.997541,-165.003274,-0.06517628571428571,-3.738234482513223
149.997541,-165.003274,nan,nan
152.997541,-165.003274,nan,nan
155.997541,-165.003274,nan,nan
158.997541,-165.003274,nan,nan
161.997541,-165.003274,nan,nan
164.997541,-165.003274,nan,nan
-165.002459,-162.003274,nan,nan
-162.002459,-162.003274,nan,nan
-159.002459,-162.003274,nan,nan
-156.002459,-162.003274,nan,nan
-153.002459,-162.003274,nan,nan
-150.002459,-162.003274,nan,nan
-147.002459,-162.003274,nan,nan
-144.002459,-162.003274,nan,nan
-141.002459,-162.003274,nan,nan
-138.002459,-162.003274,-0.0011045,nan
-135.002459,-162.003274,-0.29141446808510635,-5.028906856088773
-132.002459,-162.003274,-0.5504468219178081,-4.897584466302058
-129.002459,-162.003274,-0.8118293966101694,-4.780034447530777
-126.00245899999999,-162.003274,-1.1031217818574515,-4.6539842887270755
-123.00245899999999,-162.003274,-1.4393792667757774,-4.508590745684799
-120.00245899999999,-162.003274,-1.7746061029023745,-4.393945819520662
-117.00245899999999,-162.003274,-2.0956586853932584,-4.309281076638065
-114.00245899999999,-162.003274,-2.4260006312127236,-4.2260395799842145
-111.00245899999999,-162.003274,-2.8152162572227404,-4.075578574837171
-108.00245899999999,-162.003274,-3.2383290578512396,-3.8917798004195374
-105.00245899999999,-162.003274,-3.6928143634686346,-3.6691633802533894
-102.00245899999999,-162.003274,-4.112808977715877,-3.462898436574987
-99.00245899999999,-162.003274,-4.493295543119266,-3.2833290936267288
-96.00245899999999,-162.003274,-4.829935023360288,-3.1253638180770644
-93.00245899999999,-162.003274,-5.09109074686941,-3.01742599648901
-90.00245899999999,-162.003274,-5.285145200530035,-2.956277415607252
-87.00245899999999,-162.003274,-5.435890987511151,-2.9175432895220905
-84.00245899999999,-162.003274,-5.540110942446043,-2.902133997712269
-81.00245899999999,-162.003274,-5.6035682723132965,-2.8952665196176195
-78.00245899999999,-162.003274,-5.615964488990826,-2.912185189579081
-75.00245899999999,-162.003274,-5.6083875287037035,-2.9305802220110784
-72.00245899999999,-162.003274,-5.587270767889908,-2.951989315373064
-69.00245899999999,-162.003274,-5.591670660185184,-2.938130814052543
-66.00245899999999,-162.003274,-5.571384061922367,-2.942608673318294
-63.00245899999999,-162.003274,-5.602427752548656,-2.8930448176619787
-60.00245899999999,-162.003274,-5.614253385981309,-2.859898047135862
-57.00245899999999,-162.003274,-5.6181170808550185,-2.833140935051839
-54.00245899999999,-162.003274,-5.618365114043356,-2.8103582402650775
-51.00245899999999,-162.003274,-5.625763585687382,-2.7771110799903944
-48.00245899999999,-162.003274,-5.636979025592417,-2.7369220136961254
-45.00245899999999,-162.003274,-5.635811340525328,-2.7075662897250203
-42.00245899999999,-162.003274,-5.635640042870457,-2.6806830191658775
-39.00245899999999,-162.003274,-5.595810317843866,-2.6937623944964324
-36.00245899999999,-162.003274,-5.58671141643324,-2.677219442545641
-33.00245899999999,-162.003274,-5.582624805425631,-2.6585218971959113
-30.002458999999988,-162.003274,-5.576696160528801,-2.640004800087515
-27.002458999999988,-162.003274,-5.570512067796611,-2.6229055247351365
-24.002458999999988,-162.003274,-5.573239431539188,-2.597182254381216
-21.002458999999988,-162.003274,-5.612428516190476,-2.5382354213064082
-18.002458999999988,-162.003274,-5.612037201513718,-2.5175741141252517
-15.002458999999988,-162.003274,-5.640580565258215,-2.47027317275432
-12.002458999999988,-162.003274,-5.628275437732341,-2.46144812104862
-9.002458999999988,-162.003274,-5.65354482787652,-2.4141807481430635
-6.0024589999999876,-162.003274,-5.655532222222223,-2.388755038213617
-3.0024589999999876,-162.003274,-5.6435411663533825,-2.3753889227246816
-0.0024589999999875545,-162.003274,-5.637325864689529,-2.3546673347791316
2.9975410000000124,-162.003274,-5.611684962177122,-2.351907692110771
5.9975410000000124,-162.003274,-5.602572044280443,-2.333163912834446
8.997541000000012,-162.003274,-5.602227359665427,-2.306899196781197
11.997541000000012,-162.003274,-5.597397282771535,-2.28452681380182
14.997541000000012,-162.003274,-5.60560495526561,-2.2455073071810165
17.997541000000012,-162.003274,-5.636551147663551,-2.182917552544311
20.997541000000012,-162.003274,-5.650287481000927,-2.138112344379265
23.997541000000012,-162.003274,-5.666874182407407,-2.090212012293909
26.997541000000012,-162.003274,-5.63477473015873,-2.093545594481419
29.997541000000012,-162.003274,-5.592979498123827,-2.1052547651725173
32.99754100000001,-162.003274,-5.545187911596958,-2.1244900535398155
35.99754100000001,-162.003274,-5.547021625818521,-2.0942612586535674
38.99754100000001,-162.003274,-5.547798861940299,-2.0712689248309832
41.99754100000001,-162.003274,-5.587535538817006,-2.0112083085506924
44.99754100000001,-162.003274,-5.604668814061055,-1.9729247206846785
47.99754100000001,-162.003274,-5.598172705009276,-1.9574008819541122
50.99754100000001,-162.003274,-5.608273669158879,-1.9273566552696444
