-3.339070648208469, -7.379369319712071, -10.22894698965448, -3.996781930012725, -9.290687235269534, -13.498984035172343, -4.74631910578727, -11.628442309949516, -16.541651291947996 | -0.25088918517995
-7.379369319712071, -10.22894698965448, -10.464935804034583, -9.290687235269534, -13.498984035172343, -14.020653251683765, -11.628442309949516, -16.541651291947996, -17.533906386933637 | 0.4839975301611678
-10.22894698965448, -10.464935804034583, -10.408300150526532, -13.498984035172343, -14.020653251683765, -13.99222720746888, -16.541651291947996, -17.533906386933637, -17.506076948926413 | 0.2362659104857647
-10.464935804034583, -10.408300150526532, -10.436818821298704, -14.020653251683765, -13.99222720746888, -13.9996768782138, -17.533906386933637, -17.506076948926413, -17.512799314784054 | 0.0472530095673404
-10.408300150526532, -10.436818821298704, -10.482874521273306, -13.99222720746888, -13.9996768782138, -14.020584054581098, -17.506076948926413, -17.512799314784054, -17.479825185746698 | -0.1068867826103993
-10.436818821298704, -10.482874521273306, -10.463003286821706, -13.9996768782138, -14.020584054581098, -13.954405689359968, -17.512799314784054, -17.479825185746698, -17.26617823223132 | -0.3452208651630412
-10.482874521273306, -10.463003286821706, -8.777159939826886, -14.020584054581098, -13.954405689359968, -11.44939231160917, -17.479825185746698, -17.26617823223132, -14.11585458869538 | -0.3715815525133485
-10.463003286821706, -8.777159939826886, -5.0897361794370015, -13.954405689359968, -11.44939231160917, -6.174832861083623, -17.26617823223132, -14.11585458869538, -7.606409124859646 | -1.0505357271467932
-8.777159939826886, -5.0897361794370015, -1.53384907102593, -11.44939231160917, -6.174832861083623, -2.113076961159063, -14.11585458869538, -7.606409124859646, -2.6742147261623326 | -2.189087581447113
-3.996781930012725, -9.290687235269534, -13.498984035172343, -4.74631910578727, -11.628442309949516, -16.541651291947996, -5.7309967432940585, -13.891569236531716, -19.49458910903017 | 0.3626485060789752
-9.290687235269534, -13.498984035172343, -14.020653251683765, -11.628442309949516, -16.541651291947996, -17.533906386933637, -13.891569236531716, -19.49458910903017, -21.04264740806716 | 0.9340788775834514
-13.498984035172343, -14.020653251683765, -13.99222720746888, -16.541651291947996, -17.533906386933637, -17.506076948926413, -19.49458910903017, -21.04264740806716, -21.00886317736908 | 0.984690370647008
-14.020653251683765, -13.99222720746888, -13.9996768782138, -17.533906386933637, -17.506076948926413, -17.512799314784054, -21.04264740806716, -21.00886317736908, -21.045379823840648 | 0.8745131588583729
